Name,Date,Violation,Address,CountyName,CountyValue
EMILIO'S PANINI GRILL,"March 1, 2019",Warning Issued,"EMILIO'S PANINI GRILL 1650 Robert J Conlan Blvd Bldg 62, Palm Bay (Brevard county), FL, 32905",Brevard,brevard
THAI THAI II,"March 1, 2019",Warning Issued,"THAI THAI II 2324 N A1a, Indialantic (Brevard county), FL, 32903",Brevard,brevard
NORTHSIDE SPORTS GRILL,"March 1, 2019",Emergency order recommended,"NORTHSIDE SPORTS GRILL 4835 W Eau Gallie Blvd, Melbourne (Brevard county), FL, 32935",Brevard,brevard
DENNY'S,"Feb. 28, 2019",Warning Issued,"DENNY'S 75 E Merrit Island, Merritt Island (Brevard county), FL, 32952",Brevard,brevard
TACO CITY 3 INC,"Feb. 28, 2019",Warning Issued,"TACO CITY 3 INC 2955 S Atlantic Ave, Cocoa Beach (Brevard county), FL, 32931",Brevard,brevard
TACO BELL / PIZZA HUT,"Feb. 28, 2019",Warning Issued,"TACO BELL / PIZZA HUT 2004 S Washington Ave, Titusville (Brevard county), FL, 32780",Brevard,brevard
BIG DOGS BARBECUE & MORE LLC,"Feb. 27, 2019",Warning Issued,"BIG DOGS BARBECUE & MORE LLC 5395 Us 1, Grant (Brevard county), FL, 32976",Brevard,brevard
LA FIESTA MEXICAN RESTAURANT,"Feb. 27, 2019",Warning Issued,"LA FIESTA MEXICAN RESTAURANT 7802 N Atlantic Avenue, Cape Canaveral (Brevard county), FL, 32920",Brevard,brevard
FIRED UP A COAL OVEN PIZZARIA,"Feb. 27, 2019",Warning Issued,"FIRED UP A COAL OVEN PIZZARIA 195 Malabar Road N.W. Ste 101, Palm Bay (Brevard county), FL, 32907",Brevard,brevard
MAMBOS,"Feb. 27, 2019",Warning Issued,"MAMBOS 1300 N Atlantic Ave, Cocoa Beach (Brevard county), FL, 32931",Brevard,brevard
OFF THE TRAXX,"Feb. 26, 2019",Warning Issued,"OFF THE TRAXX 918 E New Haven Ave, Melbourne (Brevard county), FL, 32901",Brevard,brevard
THAI THAI RESTAURANT AND SUSHI BAR,"Feb. 26, 2019",Warning Issued,"THAI THAI RESTAURANT AND SUSHI BAR 6365 N Wickham Rd Suite 107, Melbourne (Brevard county), FL, 32940",Brevard,brevard
SERGIOS TACOS MEXICAN GRILL,"Feb. 26, 2019",Warning Issued,"SERGIOS TACOS MEXICAN GRILL 5470 Murrell Rd, Rockledge (Brevard county), FL, 32955",Brevard,brevard
HONG KONG RESTAURANT OF PALM BAY INC,"Feb. 26, 2019",Warning Issued,"HONG KONG RESTAURANT OF PALM BAY INC 5270 Babcock St Ne Ste 35, Palm Bay (Brevard county), FL, 32905",Brevard,brevard
APPLEBEES NEIGHBORHOOD GRILL & BAR,"Feb. 26, 2019",Warning Issued,"APPLEBEES NEIGHBORHOOD GRILL & BAR 100 Sykes Creek Pkwy, Merritt Island (Brevard county), FL, 32953",Brevard,brevard
NIKI'S RESTAURANT,"Feb. 26, 2019",Warning Issued,"NIKI'S RESTAURANT 6947 N Wickham Rd, Melbourne (Brevard county), FL, 329407519",Brevard,brevard
BEACHSIDE FUSION LLC,"Feb. 26, 2019",Warning Issued,"BEACHSIDE FUSION LLC 30 Tradewinds Dr, Indian Harbour Beach (Brevard county), FL, 32937",Brevard,brevard
PIZZA HUT,"Feb. 26, 2019",Warning Issued,"PIZZA HUT 4850 Babcock St Ne, Palm Bay (Brevard county), FL, 32905",Brevard,brevard
FRIENDLY'S #7695,"Feb. 26, 2019",Warning Issued,"FRIENDLY'S #7695 1011 E Eau Gallie Blvd, Indian Harbour Beach (Brevard county), FL, 32937",Brevard,brevard
THE MAJORS GOLF CLUB,"Feb. 25, 2019",Warning Issued,"MAJORS GOLF CLUB 3375 Bayside Lakes Blvd, Palm Bay (Brevard county), FL, 32909",Brevard,brevard
THE ISLAND WATERFRONT BAR AND GRILL,"Feb. 25, 2019",Warning Issued,"ISLAND WATERFRONT BAR AND GRILL 1891 E Merrit Island Causeway, Merritt Island (Brevard county), FL, 32952",Brevard,brevard
PAPA JOHN'S PIZZA #488,"Feb. 25, 2019",Warning Issued,"PAPA JOHN'S PIZZA #488 1070 N Wickham Rd, Melbourne (Brevard county), FL, 32935",Brevard,brevard
JERSEY MIKE'S SUBS #13045,"Feb. 25, 2019",Warning Issued,"JERSEY MIKE'S SUBS #13045 1070 North Wickham Road Suite 102, Melbourne (Brevard county), FL, 32935",Brevard,brevard
WIDS PLACE,"Feb. 25, 2019",Warning Issued,"WIDS PLACE 2854 Sarno Rd, Melbourne (Brevard county), FL, 329358852",Brevard,brevard
NORTHSIDE SPORTS GRILL,"Feb. 23, 2019",Emergency Order Callback Time Extension,"NORTHSIDE SPORTS GRILL 4835 W Eau Gallie Blvd, Melbourne (Brevard county), FL, 32935",Brevard,brevard
BILLS GRILLS ON WHEELS,"Feb. 23, 2019",Warning Issued,"BILLS GRILLS ON WHEELS 5885 S Us Hwy #1, Rockledge (Brevard county), FL, 32955",Brevard,brevard
ICHABOD'S,"Feb. 23, 2019",Emergency Order Callback Time Extension,"ICHABOD'S 2320 N Hwy A1a, Indialantic (Brevard county), FL, 329032568",Brevard,brevard
ICHABOD'S,"Feb. 22, 2019",Emergency order recommended,"ICHABOD'S 2320 N Hwy A1a, Indialantic (Brevard county), FL, 329032568",Brevard,brevard
SNACK SHACK,"Feb. 22, 2019",Administrative complaint recommended,"SNACK SHACK 8705 N Wickham Road, Melbourne (Brevard county), FL, 32940",Brevard,brevard
NORTHSIDE SPORTS GRILL,"Feb. 22, 2019",Emergency order recommended,"NORTHSIDE SPORTS GRILL 4835 W Eau Gallie Blvd, Melbourne (Brevard county), FL, 32935",Brevard,brevard
BUNKY'S RAW BAR & GRILL,"Feb. 22, 2019",Administrative complaint recommended,"BUNKY'S RAW BAR & GRILL 2372 N A1a, Indialantic (Brevard county), FL, 32903",Brevard,brevard
YIANNI'S,"Feb. 22, 2019",Warning Issued,"YIANNI'S 4835 W Eau Gallie Blvd, Melbourne (Brevard county), FL, 32935",Brevard,brevard
FRANKIES ITALIAN DELI ,"Feb. 22, 2019",Warning Issued,"FRANKIES ITALIAN DELI 4835 West Eau Gallie, Melbourne (Brevard county), FL, 32935",Brevard,brevard
THAI HANA RESTAURANT,"Feb. 21, 2019",Warning Issued,"THAI HANA RESTAURANT 6729 Colonnade Ave Ste 105, Melbourne (Brevard county), FL, 32940",Brevard,brevard
ASHLEY'S OF ROCKLEDGE,"Feb. 21, 2019",Warning Issued,"ASHLEY'S OF ROCKLEDGE 1609 S Us Hwy 1, Rockledge (Brevard county), FL, 329552817",Brevard,brevard
ROONEY'S,"Feb. 21, 2019",Warning Issued,"ROONEY'S 2641 Ne Palm Bay Rd, Palm Bay (Brevard county), FL, 329053523",Brevard,brevard
DISCOVERY BEACH CAFE,"Feb. 21, 2019",Administrative complaint recommended,"DISCOVERY BEACH CAFE 300 Barlow Ave, Cocoa Beach (Brevard county), FL, 32931",Brevard,brevard
ATLANTIC OCEAN GRILLE,"Feb. 21, 2019",Warning Issued,"ATLANTIC OCEAN GRILLE 401 Meade Ave, Cocoa Beach (Brevard county), FL, 32931",Brevard,brevard
KAY'S REAL PIT BAR-BQ,"Feb. 21, 2019",Emergency Order Callback Time Extension,"KAY'S REAL PIT BAR-BQ 1552 W King Street, Cocoa (Brevard county), FL, 329265120",Brevard,brevard
TIME SQUARE DINER,"Feb. 21, 2019",Warning Issued,"TIME SQUARE DINER 7777 N Wickham Rd Unit 22, Melbourne (Brevard county), FL, 32940",Brevard,brevard
CHEF LARRY'S,"Feb. 20, 2019",Warning Issued,"CHEF LARRY'S 1111 South Washington Avenue, Titusville (Brevard county), FL, 32780",Brevard,brevard
TJS FOR BREAKFAST,"Feb. 20, 2019",Call Back - Admin. complaint recommended,"TJS FOR BREAKFAST 1256 S Rockledge Blvd, Rockledge (Brevard county), FL, 32955",Brevard,brevard
KAY'S REAL PIT BAR-BQ,"Feb. 20, 2019",Emergency order recommended,"KAY'S REAL PIT BAR-BQ 1552 W King Street, Cocoa (Brevard county), FL, 329265120",Brevard,brevard
MAGIC SWIRLS,"Feb. 19, 2019",Administrative complaint recommended,"MAGIC SWIRLS 6729 Colonade Ave Ste 108, Melbourne (Brevard county), FL, 32940",Brevard,brevard
RYAN'S PIZZA & PUB,"Feb. 19, 2019",Warning Issued,"RYAN'S PIZZA & PUB 4 Harrison St Ste 100, Cocoa (Brevard county), FL, 32922",Brevard,brevard
SONNYS REAL PIT BAR B Q OF MERRITT ISLAND,"Feb. 19, 2019",Warning Issued,"SONNYS REAL PIT BAR B Q OF MERRITT ISLAND 310 N Courtenay Pkwy, Merritt Isl (Brevard county), FL, 32953",Brevard,brevard
YEN YEN RESTAURANT,"Feb. 19, 2019",Warning Issued,"YEN YEN RESTAURANT 2 N Atlantic Ave, Cocoa Bch (Brevard county), FL, 329312904",Brevard,brevard
SOUTHERN CHARM CAFE,"Feb. 19, 2019",Administrative complaint recommended,"SOUTHERN CHARM CAFE 8501 Astronaut Blvd Units 6 - 8, Cape Canaveral (Brevard county), FL, 32920",Brevard,brevard
MOE'S SOUTHWEST GRILL #35,"Feb. 19, 2019",Warning Issued,"MOE'S SOUTHWEST GRILL #35 2230 Town Center Ave Suite 111, Viera (Brevard county), FL, 32940",Brevard,brevard
PELICAN'S BAR  & GRILL BOARDWALK BAR RIKI TIKI TAVERN,"Feb. 19, 2019",Warning Issued,"PELICAN'S BAR & GRILL BOARDWALK BAR RIKI TIKI TAVERN 401 Meade Ave, Cocoa Beach (Brevard county), FL, 32931",Brevard,brevard
MERMAID BAR AT NEIMAN MARCUS,"March 16, 2019",Warning Issued,"MERMAID BAR AT NEIMAN MARCUS 2442 E Sunrise Blvd, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
MONTEGO BAY GRILLE & CAFE,"March 16, 2019",Warning Issued,"MONTEGO BAY GRILLE & CAFE 4395 N State Rd 7, Lauderdale Lakes (Broward county), FL, 33319",Broward,broward
WINGSTOP,"March 16, 2019",Warning Issued,"WINGSTOP 5720 N University Dr, Tamarac (Broward county), FL, 33321",Broward,broward
BOCAS HOUSE,"March 16, 2019",Call Back - Admin. complaint recommended,"BOCAS HOUSE 1793 Bell Tower Ln, Weston (Broward county), FL, 33326",Broward,broward
JERSEY'S WINGS & RAW BAR,"March 16, 2019",Warning Issued,"JERSEY'S WINGS & RAW BAR 12592 Pines Blvd #104, Pembroke Pines (Broward county), FL, 33027",Broward,broward
SUBWAY,"March 16, 2019",Warning Issued,"SUBWAY 7241 N Pine Island Rd, Tamarac (Broward county), FL, 33321",Broward,broward
CYPRESS EAST CONCESSIONS STAND,"March 16, 2019",Warning Issued,"CYPRESS EAST CONCESSIONS STAND 1300 Coral Springs Dr, Coral Springs (Broward county), FL, 33071",Broward,broward
BARE BONES BBQ AND JERK LLC,"March 16, 2019",Administrative complaint recommended,"BARE BONES BBQ AND JERK LLC 1451 N Palm Ave, Pembroke Pines (Broward county), FL, 33026",Broward,broward
PHILLY STEAK SUB SHOP,"March 16, 2019",Warning Issued,"PHILLY STEAK SUB SHOP 6025 Miramar Pkwy, Miramar (Broward county), FL, 33023",Broward,broward
VUE RESTAURANT,"March 15, 2019",Warning Issued,"VUE RESTAURANT 2670 E Sunrise Blvd, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
BAMBOCHE TROPICAL INC,"March 15, 2019",Call Back - Admin. complaint recommended,"BAMBOCHE TROPICAL INC 6320 Miramar Pkwy Ste I, Miramar (Broward county), FL, 33023",Broward,broward
CAFE MED BY BICE,"March 15, 2019",Emergency order recommended,"CAFE MED BY BICE 2096 Ne 2 St, Deerfield Beach (Broward county), FL, 33441",Broward,broward
LAUDERDALE TENNIS CLUB INC,"March 15, 2019",Warning Issued,"LAUDERDALE TENNIS CLUB INC 600 Tennis Club Dr, Fort Lauderdale (Broward county), FL, 33311",Broward,broward
BIG BEAR BREWING COMPANY,"March 15, 2019",Warning Issued,"BIG BEAR BREWING COMPANY 1800 N University Dr, Coral Springs (Broward county), FL, 33071",Broward,broward
LAUDERDALE TENNIS CLUB INC,"March 15, 2019",Warning Issued,"LAUDERDALE TENNIS CLUB INC 600 Tennis Club Dr, Fort Lauderdale (Broward county), FL, 33311-4088",Broward,broward
BOCAS HOUSE,"March 15, 2019",Warning Issued,"BOCAS HOUSE 1793 Bell Tower Ln, Weston (Broward county), FL, 33326",Broward,broward
OCEANS 13 SPORTS BAR & GRILL,"March 15, 2019",Warning Issued,"OCEANS 13 SPORTS BAR & GRILL 3111 North Surf Rd, Hollywood (Broward county), FL, 33019",Broward,broward
DUNE,"March 15, 2019",Warning Issued,"DUNE 2200 N Ocean Blvd, Fort Lauderdale (Broward county), FL, 33305",Broward,broward
REGGAE BEETS,"March 15, 2019",Warning Issued,"REGGAE BEETS 1435 Lyons Rd, Coconut Creek (Broward county), FL, 33063",Broward,broward
LEE'S SUSHI TO GO,"March 15, 2019",Call Back - Admin. complaint recommended,"LEE'S SUSHI TO GO 2985 W Commercial Blvd, Fort Lauderdale (Broward county), FL, 33309",Broward,broward
INKANTO PERUVIAN CUISINE LLC,"March 15, 2019",Call Back - Admin. complaint recommended,"INKANTO PERUVIAN CUISINE LLC 1672 E Oakland Park Blvd, Oakland Park (Broward county), FL, 33334",Broward,broward
WILTON WINGS,"March 14, 2019",Warning Issued,"WILTON WINGS 1428 Ne 4 Ave, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
MERENGUE,"March 14, 2019",Warning Issued,"MERENGUE 329 Johnson St, Hollywood (Broward county), FL, 33019",Broward,broward
SALSA FIESTA II,"March 14, 2019",Call Back - Admin. complaint recommended,"SALSA FIESTA II 14914 Pines Blvd, Pembroke Pines (Broward county), FL, 33027",Broward,broward
BROWARD SUBWAY,"March 14, 2019",Warning Issued,"BROWARD SUBWAY 7169 Broward Blvd, Plantation (Broward county), FL, 33317",Broward,broward
WINGSTOP,"March 14, 2019",Warning Issued,"WINGSTOP 3656 W Hillsboro Blvd #A, Deerfield Beach (Broward county), FL, 33442",Broward,broward
PHAT BOY SUSHI,"March 14, 2019",Call Back - Admin. complaint recommended,"PHAT BOY SUSHI 949 S Federal Hwy, Deerfield Beach (Broward county), FL, 33441",Broward,broward
LES ARTISTES CAFE & SANDWICHES,"March 14, 2019",Warning Issued,"LES ARTISTES CAFE & SANDWICHES 313 Johnson St, Hollywood (Broward county), FL, 33019",Broward,broward
BOSTON MARKET #267,"March 14, 2019",Warning Issued,"BOSTON MARKET #267 1435 N Park Dr, Weston (Broward county), FL, 33326-3208",Broward,broward
BEG FOR MORE JAPANESE & THAI & TAPAS,"March 14, 2019",Warning Issued,"BEG FOR MORE JAPANESE & THAI & TAPAS 2831 E Oakland Park Blvd #1, Fort Lauderdale (Broward county), FL, 33308",Broward,broward
WALLY JEAN'S PARADISE RESTAURANT,"March 14, 2019",Warning Issued,"WALLY JEAN'S PARADISE RESTAURANT 2467 N State Rd 7, Lauderhill (Broward county), FL, 33313-3723",Broward,broward
VIGNETOS,"March 14, 2019",Call Back - Admin. complaint recommended,"VIGNETOS 1342 Sw 160 Ave, Sunrise (Broward county), FL, 33326",Broward,broward
BOONOONOONOOS INC,"March 14, 2019",Warning Issued,"BOONOONOONOOS INC 2439 N State Rd 7, Lauderhill (Broward county), FL, 33313",Broward,broward
GINGER BAY CAFE,"March 14, 2019",Warning Issued,"GINGER BAY CAFE 1908 Hollywood Blvd, Hollywood (Broward county), FL, 33020",Broward,broward
HISTORIC DOCKERS RESTAURANT & PUB,"March 14, 2019",Warning Issued,"HISTORIC DOCKERS RESTAURANT & PUB 318 N Federal Hwy, Dania Beach (Broward county), FL, 33004",Broward,broward
SAWGRASS STADIUM 23 (MAIN CONCESSION),"March 14, 2019",Administrative complaint recommended,"SAWGRASS STADIUM 23 (MAIN CONCESSION) 2600 Nw 136 Ave, Sunrise (Broward county), FL, 33323",Broward,broward
SAINTAMISE LOUIS,"March 14, 2019",Call Back - Admin. complaint recommended,"SAINTAMISE LOUIS 2001 N Dixie Hwy, Pompano Beach (Broward county), FL, 33060",Broward,broward
CHEF JEAN-PIERRE'S COOKING SCHOOL,"March 14, 2019",Warning Issued,"CHEF JEAN-PIERRE'S COOKING SCHOOL 1436 N Federal Hwy, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
DRAGON CITY,"March 14, 2019",Warning Issued,"DRAGON CITY 6708 Stirling Rd, Hollywood (Broward county), FL, 33024",Broward,broward
DCAFE,"March 14, 2019",Administrative complaint recommended,"DCAFE 4050 Weston Rd, Davie (Broward county), FL, 33331",Broward,broward
HAAGEN DAZS KS2,"March 14, 2019",Administrative complaint recommended,"HAAGEN DAZS KS2 12801 W Sunrise-Gardens Kiosk 541-1, Sunrise (Broward county), FL, 33323-2997",Broward,broward
A THAI,"March 14, 2019",Warning Issued,"A THAI 6419 Stirling Rd, Davie (Broward county), FL, 33314-7126",Broward,broward
SUBWAY,"March 14, 2019",Warning Issued,"SUBWAY 12801 W Sunrise Blvd #863, Sunrise (Broward county), FL, 33323",Broward,broward
INDIAN HARBOR,"March 14, 2019",Warning Issued,"INDIAN HARBOR 1830 Cordova Road, Fort Lauderdale (Broward county), FL, 33316",Broward,broward
LA PERLA SEAFOOD BAR & GRILL,"March 14, 2019",Call Back - Admin. complaint recommended,"LA PERLA SEAFOOD BAR & GRILL 1396 Sw 160 Ave, Sunrise (Broward county), FL, 33326",Broward,broward
SILVER PON TO GO,"March 14, 2019",Emergency order recommended,"SILVER PON TO GO 5100 W Commercial Blvd #6, Tamarac (Broward county), FL, 33319",Broward,broward
DOMINO'S PIZZA INC #5067,"March 14, 2019",Administrative Complaint Time Extension,"DOMINO'S PIZZA INC #5067 705 S Sr 7, Plantation (Broward county), FL, 33317-4055",Broward,broward
OCEANS 234,"March 13, 2019",Warning Issued,"OCEANS 234 234 N Ocean Blvd, Deerfield Beach (Broward county), FL, 33441",Broward,broward
NERO'S,"March 13, 2019",Administrative complaint recommended,"NERO'S 245 Nw 27 Ave, Fort Lauderdale (Broward county), FL, 33311-8647",Broward,broward
PHAT BOY SUSHI,"March 13, 2019",Administrative complaint recommended,"PHAT BOY SUSHI 949 S Federal Hwy, Deerfield Beach (Broward county), FL, 33441",Broward,broward
SUBWAY,"March 13, 2019",Warning Issued,"SUBWAY 11348 Miramar Pkwy, Miramar (Broward county), FL, 33025",Broward,broward
SNAPPERS RESTAURANT,"March 13, 2019",Warning Issued,"SNAPPERS RESTAURANT 4243 W Commercial Blvd, Tamarac (Broward county), FL, 33319",Broward,broward
THE DUTCH POT JAMAICAN RESTAURANT #2,"March 13, 2019",Warning Issued,"DUTCH POT JAMAICAN RESTAURANT #2 6029 Kimberly Blvd, North Lauderdale (Broward county), FL, 33068",Broward,broward
GEORGIA PIG,"March 13, 2019",Warning Issued,"GEORGIA PIG 1285 S Sr 7, Fort Lauderdale (Broward county), FL, 33317",Broward,broward
BAKERY 2000,"March 13, 2019",Warning Issued,"BAKERY 2000 2100 Sw 10 St Unit-C, Deerfield Beach (Broward county), FL, 33442",Broward,broward
ERIC'S AUTHENTIC MEXICAN FOOD RESTAURANT,"March 13, 2019",Call Back - Admin. complaint recommended,"ERIC'S AUTHENTIC MEXICAN FOOD RESTAURANT 625 E Atlantic Blvd, Pompano Beach (Broward county), FL, 33060",Broward,broward
PEACOCK'S PANTRY BOUTIQUE CATERING,"March 13, 2019",Call Back - Admin. complaint recommended,"PEACOCK'S PANTRY BOUTIQUE CATERING 667 S Dixie Hwy W Ste 3, Pompano Beach (Broward county), FL, 33060",Broward,broward
JUS LAM VERITAB HAITIAN RESTAURANT,"March 13, 2019",Warning Issued,"JUS LAM VERITAB HAITIAN RESTAURANT 6025 Kimberly Blvd, North Lauderdale (Broward county), FL, 33068",Broward,broward
SUBWAY,"March 13, 2019",Warning Issued,"SUBWAY 1411 S Sr 7, Plantation (Broward county), FL, 33317",Broward,broward
DOMINO'S PIZZA INC #5067,"March 13, 2019",Administrative complaint recommended,"DOMINO'S PIZZA INC #5067 705 S Sr 7, Plantation (Broward county), FL, 33317-4055",Broward,broward
MYAPAPAYA,"March 13, 2019",Emergency Order Callback Time Extension,"MYAPAPAYA 1040 Bayview Dr Ste 100, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
B SQUARE,"March 13, 2019",Administrative complaint recommended,"B SQUARE 1021 E Las Olas, Fort Lauderdale (Broward county), FL, 33301",Broward,broward
WEST PARK HOT DOGS,"March 13, 2019",Warning Issued,"WEST PARK HOT DOGS 2400 Sw 56 Ave, Hollywood (Broward county), FL, 33023",Broward,broward
DENNY'S OF HOLLYWOOD 7457,"March 13, 2019",Warning Issued,"DENNY'S OF HOLLYWOOD 7457 404 S Sr 7, Hollywood (Broward county), FL, 33023",Broward,broward
ZUCCARELLI PIZZA,"March 12, 2019",Warning Issued,"ZUCCARELLI PIZZA 6009 W Sunrise Blvd, Sunrise (Broward county), FL, 33313-6803",Broward,broward
MCDONALD'S 1901,"March 12, 2019",Warning Issued,"MCDONALD'S 1901 1310 S Federal Hwy, Dania (Broward county), FL, 33004-4347",Broward,broward
WARSAW COFFEE COMPANY / MILK MONEY BAR & KITCHEN,"March 12, 2019",Call Back - Admin. complaint recommended,"WARSAW COFFEE COMPANY / MILK MONEY BAR & KITCHEN 815 Ne 13 St, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
GRUMPY GARY'S,"March 12, 2019",Warning Issued,"GRUMPY GARY'S 101 N Ocean Drive #8, Hollywood (Broward county), FL, 33019",Broward,broward
CARIBBEAN RESORT,"March 12, 2019",Warning Issued,"CARIBBEAN RESORT 313 Hayes St, Hollywood (Broward county), FL, 33019",Broward,broward
MUSCLE MAKER GRILL,"March 12, 2019",Emergency order recommended,"MUSCLE MAKER GRILL 230 S Federal Hwy, Deerfield Beach (Broward county), FL, 33441",Broward,broward
WINGSTOP,"March 12, 2019",Warning Issued,"WINGSTOP 6611 Taft St, Hollywood (Broward county), FL, 33024",Broward,broward
GREAT INDIAN GRILL INC,"March 12, 2019",Call Back - Admin. complaint recommended,"GREAT INDIAN GRILL INC 2692 East Atlantic Blvd, Pompano Beach (Broward county), FL, 33062",Broward,broward
FIVE GUYS BURGERS & FRIES,"March 12, 2019",Call Back - Admin. complaint recommended,"FIVE GUYS BURGERS & FRIES 6365 N Andrews Ave, Fort Lauderdale (Broward county), FL, 33309",Broward,broward
MYAPAPAYA,"March 12, 2019",Emergency order recommended,"MYAPAPAYA 1040 Bayview Dr Ste 100, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
PHENOMENOM ICE CREAM,"March 12, 2019",Administrative complaint recommended,"PHENOMENOM ICE CREAM 2272 S University Drive, Davie (Broward county), FL, 33324",Broward,broward
LEGENDS TAVERN & GRILLE,"March 12, 2019",Warning Issued,"LEGENDS TAVERN & GRILLE 10079 W Oakland Park Blvd, Sunrise (Broward county), FL, 33351",Broward,broward
VILLAGE CAFE,"March 12, 2019",Warning Issued,"VILLAGE CAFE 551 Breakers Ave, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
BENTO CAFE,"March 11, 2019",Warning Issued,"BENTO CAFE 2260 S University Dr, Davie (Broward county), FL, 33324",Broward,broward
MARINER'S GRILL,"March 11, 2019",Warning Issued,"MARINER'S GRILL 2301 Se 17 St, Fort Lauderdale (Broward county), FL, 33316",Broward,broward
CHECKERS DRIVE IN RESTAURANT,"March 11, 2019",Call Back - Admin. complaint recommended,"CHECKERS DRIVE IN RESTAURANT 1401 Sw 26 Ave, Pompano Beach (Broward county), FL, 33069",Broward,broward
PHAT BOY SUSHI,"March 11, 2019",Warning Issued,"PHAT BOY SUSHI 4391 N Federal Hwy, Fort Lauderdale (Broward county), FL, 33308",Broward,broward
POPSCORN,"March 11, 2019",Warning Issued,"POPSCORN 901 E Sunrise Ln Ste-A, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
FAR EAST WOK,"March 11, 2019",Warning Issued,"FAR EAST WOK 2900 W Sample Rd Fc-150, Pompano Beach (Broward county), FL, 33073",Broward,broward
WARSAW COFFEE COMPANY / MILK MONEY BAR & KITCHEN,"March 11, 2019",Warning Issued,"WARSAW COFFEE COMPANY / MILK MONEY BAR & KITCHEN 815 Ne 13 St, Fort Lauderdale (Broward county), FL, 33304",Broward,broward
LOBBY LOUNGE,"March 11, 2019",Warning Issued,"LOBBY LOUNGE 2301 Se 17 St, Fort Lauderdale (Broward county), FL, 33316",Broward,broward
PELICAN,"March 11, 2019",Warning Issued,"PELICAN 2301 Se 17 St, Fort Lauderdale (Broward county), FL, 33316",Broward,broward
